collision_id,crash_date,crash_time,borough,latitude,longitude
4407789,2021-04-13,17:55:00,BRONX,40.844105,-73.923065
4407576,2021-04-15,10:30:00,QUEENS,40.680496,-73.821365
4407414,2021-04-14,19:45:00,BROOKLYN,40.69484,-73.98391
4407623,2021-04-14,07:45:00,MANHATTAN,40.785774,-73.97052
4408063,2021-04-15,15:18:00,BROOKLYN,40.620487,-74.029305
4407766,2021-04-14,10:29:00,MANHATTAN,40.803787,-73.953896
4408155,2021-04-16,23:14:00,BRONX,40.875874,-73.84989
4407866,2021-04-16,14:50:00,BROOKLYN,40.63083,-73.90736
4407453,2021-04-14,16:58:00,MANHATTAN,40.764362,-73.96162
4407632,2021-04-14,17:00:00,QUEENS,40.66406,-73.73846
4407096,2021-04-14,02:25:00,QUEENS,40.66563,-73.73921
4407976,2021-04-16,12:26:00,MANHATTAN,40.778606,-73.98163
4407714,2021-04-16,00:30:00,QUEENS,40.75868,-73.87552
4407637,2021-04-15,14:41:00,BROOKLYN,40.633682,-73.89868
4407354,2021-04-14,11:54:00,BROOKLYN,40.698116,-73.977325
4408027,2021-04-15,14:36:00,BROOKLYN,40.62677,-73.946884
4407408,2021-04-15,00:40:00,QUEENS,40.72654,-73.71589
4407762,2021-04-15,11:00:00,QUEENS,40.681484,-73.85049
4407805,2021-04-14,17:30:00,BROOKLYN,40.71791,-73.95341
4407837,2021-04-05,16:21:00,MANHATTAN,40.7952,-73.94623
4407548,2021-04-14,10:40:00,BROOKLYN,40.694794,-73.98246
4456635,2021-07-08,16:45:00,BROOKLYN,40.715702,-73.95579
4407842,2021-04-16,15:23:00,BROOKLYN,40.612736,-74.01172
4407673,2021-04-15,17:55:00,BROOKLYN,40.70166,-73.961464
4407459,2021-04-14,12:30:00,MANHATTAN,40.762234,-73.98987
4408367,2021-04-15,18:36:00,BROOKLYN,40.576626,-73.98478
4407642,2021-04-15,20:00:00,BROOKLYN,40.601128,-73.997086
4408033,2021-04-15,19:39:00,BROOKLYN,40.652927,-73.959335
4408308,2021-04-14,21:00:00,BROOKLYN,40.69097,-73.94833
4408119,2021-04-15,21:04:00,BROOKLYN,40.655285,-73.93658
4407816,2021-04-16,10:05:00,BROOKLYN,40.64606,-74.01648
4407543,2021-04-15,08:23:00,QUEENS,40.72119,-73.761185
4407923,2021-04-16,08:41:00,QUEENS,40.704563,-73.91066
4407741,2021-04-14,00:00:00,BROOKLYN,40.66944,-73.883995
4407647,2021-04-14,15:05:00,BROOKLYN,40.69349,-73.97917
4407604,2021-04-15,12:17:00,MANHATTAN,40.74708,-73.98135
4407752,2021-04-15,10:37:00,BRONX,40.87482,-73.877
4408227,2021-04-14,11:30:00,BROOKLYN,40.68896,-73.93326
4408028,2021-04-15,12:38:00,BROOKLYN,40.61033,-73.95932
4407445,2021-04-14,15:25:00,QUEENS,40.73464,-73.87421
4407327,2021-04-14,13:40:00,BROOKLYN,40.65563,-73.92596
4407928,2021-04-14,11:46:00,QUEENS,40.70326,-73.86474
4407412,2021-04-14,23:30:00,QUEENS,40.705452,-73.78149
4407660,2021-04-14,23:46:00,BRONX,40.84307,-73.848076
4408154,2021-04-15,12:30:00,BROOKLYN,40.620914,-73.9753
4407938,2021-04-14,13:36:00,QUEENS,40.712776,-73.90601
4408233,2021-03-28,18:30:00,BROOKLYN,40.688404,-73.93803
4407990,2021-04-12,20:00:00,QUEENS,40.781715,-73.823845
4408331,2021-04-16,15:45:00,BROOKLYN,40.731422,-73.94641
4407843,2021-04-14,23:32:00,MANHATTAN,40.795006,-73.9485
4407506,2021-04-14,14:25:00,BROOKLYN,40.633995,-73.98138
4407359,2021-04-14,15:34:00,BROOKLYN,40.653873,-74.008156
4407857,2021-04-16,15:12:00,BROOKLYN,40.68836,-73.96444
4407788,2021-04-14,10:30:00,QUEENS,40.713173,-73.90076
4407686,2021-04-15,16:54:00,BRONX,40.803555,-73.91184
4408068,2021-04-16,11:38:00,BROOKLYN,40.658672,-73.90019
4407353,2021-04-14,13:07:00,BROOKLYN,40.700485,-73.93637
4407296,2021-04-14,09:50:00,BROOKLYN,40.637054,-73.98643
4407804,2021-04-13,09:35:00,BROOKLYN,40.714912,-73.94784
4407795,2021-04-16,09:40:00,BROOKLYN,40.63598,-73.915146
4407347,2021-04-14,12:00:00,QUEENS,40.724358,-73.742516
4407612,2021-04-15,16:10:00,QUEENS,40.694294,-73.74868
4407864,2021-04-16,09:29:00,QUEENS,40.694748,-73.73427
4408389,2021-04-13,08:24:00,QUEENS,40.67875,-73.794
4456714,2021-07-09,14:19:00,BRONX,40.850304,-73.85137
4408197,2021-04-16,20:17:00,BRONX,40.827824,-73.91934
4407847,2021-04-15,16:08:00,STATEN ISLAND,40.575832,-74.12409
4407668,2021-04-15,20:29:00,QUEENS,40.76803,-73.87722
4407998,2021-04-16,09:35:00,BROOKLYN,40.651352,-73.89275
4407410,2021-04-15,00:08:00,QUEENS,40.696564,-73.79125
4408095,2021-04-13,16:49:00,BRONX,40.905174,-73.85417
4456465,2021-09-11,21:00:00,BRONX,40.810387,-73.91521
4407904,2021-04-15,15:05:00,QUEENS,40.794773,-73.816185
4408226,2021-04-02,22:20:00,BROOKLYN,40.696983,-73.935234
4407743,2021-04-14,22:32:00,BROOKLYN,40.673252,-73.87773
4407676,2021-04-15,17:03:00,QUEENS,40.71493,-73.79316
4407699,2021-04-15,16:20:00,BROOKLYN,40.681335,-73.97667
4456516,2021-09-09,16:45:00,MANHATTAN,40.768482,-73.95255
4407510,2021-04-14,12:12:00,BRONX,40.829723,-73.8981
4407992,2021-04-05,09:15:00,QUEENS,40.7406,-73.81025
4408221,2021-04-15,09:00:00,BROOKLYN,40.647594,-73.97351
4408030,2021-04-10,11:15:00,MANHATTAN,40.71975,-73.992165
4407646,2021-04-15,15:34:00,STATEN ISLAND,40.63115,-74.076454
4407427,2021-04-14,05:39:00,BROOKLYN,40.68837,-73.98056
4407341,2021-04-14,10:10:00,QUEENS,40.69802,-73.7623
4408300,2021-04-10,22:06:00,BRONX,40.834675,-73.930275
4407768,2021-04-13,08:04:00,BROOKLYN,40.600883,-73.958694
4407680,2021-04-15,23:06:00,BRONX,40.863647,-73.8918
4407740,2021-04-14,12:47:00,BROOKLYN,40.676594,-73.89038
4407822,2021-04-15,00:00:00,MANHATTAN,40.832764,-73.94583
